Sex,Equipment,Age,BodyweightKg,BestSquatKg,BestDeadliftKg,Bestbench(kg)
M,Raw,24.5,82.4,212.5,245.0,137.5
F,Raw,19.5,55.8,125.0,140.0,60.0
M,Single-ply,28.0,87.9,260.0,320.0,182.5
F,Wraps,39.5,73.39,90.72,106.59,58.97
M,Raw,23.5,89.5,202.5,240.0,160.0
F,Raw,16.5,86.4,92.5,115.0,55.0
F,Raw,24.0,60.0,115.0,135.0,70.0
M,Single-ply,39.0,90.36,274.99,267.39,164.99
M,Raw,19.0,106.78,182.5,195.0,142.5
M,Raw,24.5,83.6,185.0,227.5,130.0
M,Raw,48.0,85.4,160.0,182.5,105.0
M,Raw,18.5,72.8,217.5,240.0,127.5
F,Single-ply,30.5,46.42,185.0,155.0,100.0
M,Raw,15.5,66.93,125.0,155.0,107.5
F,Raw,33.5,69.45,155.0,175.0,75.0
F,Raw,39.0,60.0,92.5,120.0,52.5
F,Raw,46.0,57.26,77.5,132.5,80.0
M,Single-ply,15.5,78.0,242.5,272.5,135.0
F,Raw,22.0,86.74,155.0,207.5,95.0
F,Single-ply,43.0,65.54,132.5,140.0,93.0
M,Single-ply,35.5,99.4,307.5,315.0,207.5
M,Single-ply,22.5,90.14,332.5,280.0,245.0
M,Raw,30.0,102.69,240.0,272.5,172.5
M,Raw,17.5,73.25,162.5,190.0,112.5
M,Raw,53.0,88.36,165.0,195.0,97.5
M,Raw,20.0,81.65,222.5,227.5,157.5
F,Raw,35.5,50.4,77.5,127.5,67.5
M,Wraps,14.0,82.5,137.5,175.0,85.0
F,Raw,26.0,75.0,132.5,140.0,65.0
M,Raw,21.5,72.95,215.0,205.0,100.0
M,Wraps,26.0,84.9,275.0,275.0,200.0
M,Raw,24.0,74.75,150.0,217.5,112.5
M,Single-ply,17.5,117.0,230.0,215.0,160.0
M,Raw,20.0,98.11,212.5,260.0,107.5
M,Wraps,22.0,73.66,170.01,182.48,132.49
M,Raw,31.0,115.3,160.0,190.0,122.5
M,Wraps,29.0,89.81,174.63,233.6,124.74
M,Single-ply,18.0,127.1,282.5,237.5,205.0
M,Wraps,31.0,98.9,305.0,277.5,192.5
M,Raw,23.0,98.52,262.5,290.0,157.5
M,Raw,32.0,75.0,155.0,205.0,120.0
F,Raw,15.5,60.74,72.5,92.5,42.5
M,Raw,24.0,107.4,215.0,255.0,152.5
F,Raw,26.0,72.3,105.0,125.0,67.5
F,Wraps,23.0,89.72,188.24,190.51,79.38
M,Raw,34.0,121.4,320.0,305.0,207.5
M,Raw,21.5,73.2,242.5,257.5,130.0
M,Raw,24.0,98.7,245.0,250.0,175.0
F,Raw,53.0,58.0,75.0,90.0,37.5
M,Raw,25.5,106.1,227.5,242.5,147.5
F,Wraps,30.0,70.9,90.0,120.0,47.5
M,Raw,16.0,79.5,137.5,190.0,100.0
M,Single-ply,24.0,59.8,277.5,175.0,195.0
M,Single-ply,18.5,109.5,230.0,245.0,160.0
F,Wraps,34.0,78.5,155.0,140.0,105.0
F,Single-ply,17.5,71.4,135.0,130.0,52.5
F,Wraps,45.0,79.2,70.31,106.59,54.43
M,Raw,23.0,97.9,250.0,300.0,177.5
M,Wraps,25.0,80.06,251.74,256.28,149.69
F,Wraps,25.0,51.9,115.0,155.0,57.5
M,Raw,25.5,93.1,182.5,242.5,137.5
F,Raw,24.0,81.19,137.5,162.5,80.0
M,Raw,23.0,86.7,182.5,245.0,122.5
M,Raw,29.5,92.0,150.0,180.0,85.0
M,Raw,26.5,103.35,200.0,295.0,157.5
M,Single-ply,34.5,72.02,220.0,285.0,145.0
F,Wraps,37.0,59.96,92.5,95.0,47.5
M,Single-ply,52.0,73.14,209.9,197.43,92.42
M,Raw,35.0,113.58,157.5,155.0,105.0
F,Raw,40.5,77.65,150.0,160.0,75.0
M,Wraps,27.0,97.16,317.5,307.5,180.0
M,Raw,17.5,89.4,185.0,197.5,137.5
F,Single-ply,26.5,120.95,300.0,270.5,182.5
M,Raw,20.5,116.9,295.0,340.0,180.0
M,Single-ply,32.5,89.3,327.5,277.5,217.5
F,Raw,25.0,47.8,70.0,125.0,50.0
M,Raw,21.0,75.7,182.5,205.0,125.0
F,Raw,27.0,55.4,90.0,140.0,50.0
M,Raw,23.0,51.3,87.5,150.0,85.0
M,Wraps,33.0,86.18,165.0,170.0,97.5
F,Wraps,25.0,56.9,82.5,100.0,42.5
M,Raw,23.0,106.8,220.0,257.5,132.5
M,Raw,24.0,107.8,227.5,255.0,137.5
M,Raw,21.0,56.15,100.0,140.0,62.5
F,Raw,20.5,92.9,130.0,150.0,47.5
M,Raw,38.5,89.9,215.0,295.0,172.5
M,Raw,14.0,81.01,180.0,185.0,122.5
M,Raw,30.0,127.6,185.0,252.5,127.5
F,Single-ply,19.5,72.3,205.0,187.5,92.5
M,Raw,33.0,60.0,157.5,197.5,120.0
M,Raw,24.5,107.4,170.0,215.0,112.5
M,Wraps,24.0,108.3,300.0,300.0,180.0
F,Single-ply,17.5,59.78,117.9,124.7,45.4
M,Raw,31.0,106.78,290.0,275.0,205.0
M,Raw,31.5,92.01,285.0,322.5,180.0
M,Wraps,21.0,88.0,200.0,197.5,82.5
F,Wraps,25.0,60.0,127.5,150.0,67.5
F,Raw,16.0,56.9,87.5,97.5,52.5
F,Raw,17.5,54.36,90.0,112.5,57.5
F,Raw,39.5,88.2,170.0,187.5,97.5
M,Raw,17.5,92.8,162.5,135.0,115.0
M,Single-ply,41.0,96.43,240.0,287.5,172.5
F,Raw,38.0,73.03,102.06,122.47,54.43
M,Wraps,41.0,73.9,80.0,130.0,65.0
F,Wraps,38.0,75.0,115.0,127.5,55.0
M,Wraps,15.0,82.1,175.0,215.0,100.0
M,Raw,42.0,105.5,130.0,157.5,92.5
M,Raw,15.5,82.7,120.0,177.5,75.0
F,Wraps,21.0,63.5,110.0,122.5,65.0
M,Raw,17.0,96.98,197.5,255.0,110.0
M,Raw,29.0,89.5,205.0,212.5,137.5
M,Raw,27.0,91.1,217.5,237.5,138.0
M,Raw,23.0,67.0,162.5,197.5,102.5
M,Raw,46.5,118.25,227.5,250.0,160.0
F,Raw,26.0,62.9,130.0,167.5,100.0
M,Raw,21.0,73.48,165.0,250.0,92.5
F,Raw,26.5,62.65,97.5,102.5,47.5
F,Raw,21.0,138.8,176.0,182.5,90.0
M,Wraps,26.0,74.4,192.5,217.5,135.0
M,Raw,25.0,88.8,232.5,285.0,137.5
F,Wraps,40.0,51.8,67.5,102.5,45.0
M,Raw,25.5,82.2,262.5,295.0,170.0
M,Raw,21.0,58.88,182.5,205.0,120.0
M,Raw,28.5,80.0,165.0,225.0,165.0
F,Raw,38.5,51.2,97.5,130.0,52.5
M,Raw,34.0,98.0,220.0,235.0,130.0
M,Raw,21.0,98.4,287.5,287.5,160.0
M,Wraps,17.5,125.0,321.0,310.0,180.0
F,Raw,29.0,88.45,135.0,165.0,65.0
M,Wraps,18.0,103.8,217.5,232.5,142.5
F,Raw,20.5,73.48,82.5,112.5,47.5
F,Raw,16.0,55.79,112.5,105.0,52.5
F,Raw,17.5,51.0,75.0,85.0,45.0
F,Wraps,44.0,71.9,110.0,127.5,70.0
M,Raw,22.0,97.98,157.5,160.0,87.5
F,Raw,10.0,44.0,32.5,52.5,17.5
M,Raw,28.0,81.2,175.0,207.5,120.0
M,Raw,23.5,80.86,230.0,230.0,155.0
M,Wraps,44.0,82.4,307.5,250.0,192.5
F,Wraps,45.0,88.0,122.5,155.0,80.0
M,Wraps,24.0,108.6,330.0,300.0,215.0
M,Raw,18.5,84.4,187.5,210.0,140.0
M,Single-ply,30.5,88.8,285.0,227.5,165.0
F,Raw,22.0,84.9,238.0,273.0,160.0
M,Raw,21.5,115.56,225.0,235.0,127.5
M,Raw,37.0,123.1,235.0,275.0,215.0
M,Raw,19.0,73.25,210.0,222.5,120.0
F,Raw,30.5,55.9,100.0,140.0,60.0
F,Single-ply,24.0,62.7,102.5,145.0,57.5
M,Single-ply,16.5,52.5,170.0,175.0,110.0
M,Raw,30.0,65.09,152.5,190.0,117.5
M,Raw,28.0,83.55,152.5,200.0,82.5
M,Raw,31.5,82.42,227.5,292.5,150.0
M,Raw,37.0,96.52,228.0,292.5,162.5
M,Raw,20.5,102.0,195.0,210.0,115.0
M,Raw,43.5,100.2,180.0,205.0,125.0
F,Single-ply,16.5,75.3,152.5,145.0,85.0
M,Raw,29.0,98.8,207.5,227.5,147.5
M,Raw,19.0,77.2,162.5,215.0,115.0
F,Raw,48.5,45.38,92.5,107.5,42.5
M,Raw,20.0,59.2,152.5,182.5,80.0
F,Raw,29.0,74.1,120.0,142.5,55.0
M,Raw,39.5,73.0,175.0,175.0,127.5
M,Raw,23.5,100.0,192.5,275.0,145.0
M,Raw,49.5,128.2,150.0,182.5,137.5
F,Raw,20.5,100.45,172.5,215.0,85.0
M,Raw,18.5,79.9,232.5,260.0,137.5
M,Wraps,44.0,66.9,190.0,227.5,127.5
M,Raw,24.0,87.5,187.5,227.5,160.0
M,Raw,21.0,124.01,250.0,317.5,165.0
F,Raw,24.0,59.2,87.5,137.5,57.5
F,Raw,23.0,56.9,57.5,82.5,42.5
M,Raw,23.5,81.69,205.0,240.0,140.0
M,Wraps,19.0,86.0,192.5,227.5,145.0
F,Raw,34.0,64.9,87.5,95.0,52.5
F,Raw,35.5,119.74,172.5,170.0,85.0
F,Raw,20.0,51.0,77.5,80.0,37.5
M,Single-ply,44.0,81.7,190.0,217.5,142.5
M,Multi-ply,35.5,104.1,297.1,249.48,213.19
M,Raw,41.0,103.1,207.5,267.5,152.5
F,Raw,32.0,59.5,112.5,142.5,57.5
M,Wraps,17.0,71.94,142.88,204.12,108.86
M,Raw,37.0,88.09,160.0,195.0,155.0
M,Raw,23.5,103.0,192.5,205.0,140.0
F,Raw,34.0,50.8,75.0,102.5,67.5
F,Raw,26.0,71.8,137.5,145.0,72.5
F,Single-ply,16.5,67.4,163.3,170.1,52.2
M,Raw,23.0,93.2,250.0,280.0,182.5
M,Single-ply,17.5,132.86,263.1,235.9,170.1
M,Raw,16.5,59.5,135.0,130.0,75.0
M,Raw,22.5,72.3,185.0,245.0,95.0
M,Raw,24.0,78.0,162.5,200.0,122.5
M,Raw,19.0,98.9,230.0,265.0,152.5
M,Raw,29.0,123.45,315.0,357.5,227.5
F,Raw,21.5,72.45,127.5,125.0,80.0
M,Raw,28.5,72.5,150.0,157.5,107.5
M,Raw,15.0,88.7,140.0,162.5,92.5
M,Raw,41.5,127.5,195.0,240.0,170.0
M,Raw,16.0,78.93,150.0,152.5,100.0
F,Raw,31.5,105.8,125.0,150.0,67.5
F,Raw,27.0,73.3,70.0,100.0,35.0
M,Raw,43.5,88.65,182.5,205.0,127.5
F,Multi-ply,40.0,74.4,242.5,215.0,160.0
F,Raw,34.0,58.95,92.5,102.5,45.0
F,Single-ply,30.5,50.88,210.0,180.0,135.0
M,Raw,26.5,72.84,197.5,237.5,132.5
M,Wraps,24.0,135.9,215.0,272.5,142.5
M,Raw,41.5,61.1,155.0,177.5,95.0
M,Single-ply,15.5,89.8,110.0,112.5,72.5
M,Raw,24.5,142.75,305.0,265.0,195.0
M,Wraps,19.0,83.3,160.0,180.0,82.5
F,Raw,35.0,65.14,107.5,147.51,74.98
M,Raw,25.5,104.5,282.5,265.0,167.5
M,Single-ply,16.5,57.72,187.5,182.5,135.0
M,Raw,24.0,73.7,252.5,275.0,192.5
M,Raw,21.5,123.5,315.0,341.0,195.0
F,Single-ply,16.5,79.8,135.0,155.0,72.5
M,Raw,24.0,80.6,182.5,250.0,142.5
F,Raw,30.0,88.6,175.0,200.0,97.5
M,Raw,53.0,73.3,140.0,220.0,102.5
M,Raw,27.0,89.77,195.0,245.0,150.0
M,Raw,16.0,92.6,102.5,142.5,80.0
M,Single-ply,41.5,104.42,332.5,315.0,250.0
M,Raw,16.5,87.75,197.5,240.0,137.5
M,Raw,22.5,82.0,235.0,245.0,122.5
M,Wraps,21.5,109.5,249.48,306.17,151.95
M,Raw,20.5,96.85,185.0,195.0,127.5
M,Raw,28.0,98.2,205.0,215.0,115.0
M,Raw,27.0,58.01,92.5,150.0,82.5
F,Multi-ply,30.0,73.12,226.8,197.31,138.35
F,Raw,32.5,70.4,112.5,150.0,70.0
F,Raw,25.0,54.0,82.5,125.0,60.0
M,Raw,37.0,82.5,190.0,215.0,137.5
M,Raw,23.5,86.2,177.5,190.0,107.5
M,Wraps,22.0,66.01,170.0,208.0,120.0
F,Raw,19.0,64.4,77.5,115.0,57.5
M,Wraps,17.0,51.07,140.0,162.5,80.0
F,Raw,34.5,61.15,82.5,117.5,50.0
M,Wraps,37.0,121.6,350.0,300.0,230.0
M,Wraps,22.0,73.2,137.5,162.5,102.5
M,Raw,17.0,74.9,147.5,190.0,115.0
M,Raw,29.0,79.6,182.5,200.0,115.0
F,Raw,24.0,57.65,100.0,105.0,37.5
F,Raw,27.5,60.9,120.0,137.5,67.5
M,Raw,39.0,98.16,227.5,265.0,157.5
M,Raw,25.0,102.5,237.5,252.5,222.5
F,Raw,19.5,61.6,92.5,92.5,40.0
M,Wraps,23.0,137.9,297.5,287.5,197.5
F,Single-ply,16.5,134.76,115.7,129.3,77.1
M,Raw,51.5,80.4,205.0,255.0,115.0
M,Raw,22.5,94.2,200.0,230.0,125.0
M,Raw,25.5,81.2,170.0,240.0,147.5
M,Raw,28.5,87.25,200.0,210.0,147.5
F,Raw,33.0,58.83,115.0,127.5,67.5
F,Wraps,46.0,62.5,115.0,135.0,62.5
F,Raw,54.5,62.45,87.5,107.5,60.0
M,Raw,20.5,103.7,245.0,255.0,140.0
M,Raw,21.0,108.3,235.0,260.0,152.5
M,Raw,24.5,82.5,260.0,280.0,155.0
F,Raw,31.0,67.13,92.5,115.0,50.0
M,Raw,26.5,97.75,190.0,265.0,132.5
F,Raw,22.5,61.0,110.0,110.0,55.0
F,Raw,21.5,56.91,112.5,112.5,47.5
M,Raw,23.0,109.9,155.0,192.5,110.0
M,Wraps,31.0,89.45,272.5,257.5,180.0
F,Single-ply,18.0,65.6,142.5,145.0,80.0
M,Wraps,29.0,124.8,245.0,295.0,155.0
M,Wraps,12.0,54.66,57.5,85.0,37.5
F,Raw,28.5,60.23,125.0,122.5,52.5
F,Raw,16.5,66.2,90.0,117.5,50.0
M,Raw,18.5,93.3,199.6,235.9,136.1
F,Raw,23.5,61.3,127.5,135.0,65.0
M,Raw,24.0,81.8,202.5,272.5,145.0
F,Raw,37.0,78.2,107.5,137.5,57.5
M,Raw,16.5,64.7,140.0,175.0,70.0
M,Wraps,27.0,99.5,260.0,260.0,142.5
M,Raw,26.5,73.3,175.0,225.0,127.5
M,Raw,24.0,113.1,237.5,255.0,165.0
M,Raw,33.5,91.3,180.0,230.0,120.0
F,Raw,22.5,67.93,145.0,187.5,82.5
M,Raw,31.5,118.4,302.5,300.0,197.5
F,Single-ply,14.5,55.3,77.5,102.5,30.0
F,Single-ply,19.0,51.7,137.5,125.0,67.5
F,Single-ply,42.5,82.59,240.0,212.5,188.0
M,Raw,39.0,106.14,197.5,245.0,172.5
M,Raw,38.0,108.2,292.5,305.0,200.0
M,Raw,46.5,90.3,102.5,102.5,150.0
F,Raw,29.0,78.97,120.0,165.0,77.5
F,Raw,41.0,60.8,128.0,142.5,62.5
M,Single-ply,45.5,131.39,322.5,320.0,255.0
M,Single-ply,19.5,107.2,265.0,240.0,207.5
M,Raw,23.5,103.4,305.0,300.0,192.5
F,Raw,17.5,77.8,110.0,132.5,52.5
M,Raw,21.0,82.5,217.5,240.0,137.5
F,Wraps,14.5,47.3,65.0,95.0,30.0
M,Raw,22.0,73.8,135.0,217.5,107.5
M,Raw,19.5,81.0,170.0,190.0,110.0
M,Raw,24.0,89.16,215.0,250.0,145.0
M,Single-ply,20.0,88.0,185.0,200.0,117.5
M,Raw,24.5,113.1,275.0,317.5,152.5
M,Raw,24.0,117.6,245.0,257.5,170.0
M,Raw,21.5,80.6,210.0,245.0,150.0
F,Raw,26.0,59.8,105.0,142.5,55.0
M,Raw,25.0,83.6,170.0,182.5,102.5
M,Raw,22.0,73.45,210.0,252.5,125.0
M,Wraps,25.0,121.1,250.0,242.5,162.5
M,Raw,26.5,90.9,185.0,242.5,132.5
M,Raw,21.5,124.6,217.5,240.0,127.5
F,Wraps,22.0,55.8,117.5,112.5,37.5
F,Raw,48.5,56.49,82.5,100.0,62.5
M,Raw,27.0,74.6,215.0,272.5,150.0
F,Raw,24.5,83.5,135.0,157.5,65.0
M,Raw,21.5,81.8,195.0,225.0,137.5
M,Single-ply,28.5,92.3,260.0,270.0,190.0
M,Wraps,26.0,107.65,295.0,307.5,190.0
M,Wraps,24.0,115.9,275.0,282.5,185.0
M,Raw,38.0,73.66,205.0,250.0,145.0
F,Raw,31.0,74.6,107.5,137.5,75.0
M,Multi-ply,27.0,133.54,317.51,249.48,229.06
M,Wraps,18.0,107.23,225.0,267.5,152.5
M,Raw,36.0,121.0,170.0,187.5,142.5
F,Raw,19.0,55.2,115.0,142.5,52.5
M,Single-ply,19.0,73.3,155.0,182.5,120.0
F,Single-ply,32.5,51.8,152.5,160.0,90.0
M,Raw,24.0,67.2,170.0,190.0,125.0
M,Raw,29.0,88.8,230.0,272.5,150.0
M,Single-ply,22.5,109.5,322.5,302.5,230.0
F,Raw,50.5,56.05,65.0,120.0,47.5
F,Raw,24.0,67.22,115.0,137.5,57.5
M,Raw,28.0,88.09,212.5,272.5,132.5
M,Wraps,22.0,100.0,187.5,220.0,152.5
M,Wraps,51.0,91.6,225.0,232.5,150.0
F,Raw,32.0,66.5,105.0,115.0,62.5
F,Raw,23.0,58.6,115.0,102.5,60.0
M,Wraps,23.0,89.8,200.0,230.0,120.0
F,Raw,17.0,65.4,87.5,125.0,45.0
M,Raw,33.5,87.55,147.5,177.5,85.0
F,Single-ply,28.0,52.0,75.0,130.0,60.0
M,Wraps,24.0,97.2,210.0,190.0,135.0
F,Wraps,28.0,88.5,198.0,215.0,102.5
F,Raw,9.5,27.9,20.0,35.0,12.5
F,Wraps,38.0,78.38,92.5,110.0,47.5
M,Wraps,21.0,96.4,182.5,205.0,115.0
F,Raw,27.5,55.7,125.0,132.5,77.5
F,Raw,33.5,62.7,87.5,107.5,45.0
M,Raw,52.5,103.22,220.0,235.0,157.5
M,Raw,19.5,65.9,175.0,202.5,105.0
M,Single-ply,17.5,113.6,170.0,182.5,92.5
F,Wraps,19.0,60.0,117.5,145.0,52.5
M,Wraps,26.0,89.9,242.5,252.5,155.0
F,Raw,19.5,61.25,120.0,127.5,70.0
M,Raw,43.0,91.2,125.0,182.5,90.0
M,Raw,27.0,98.6,220.0,232.5,132.5
F,Raw,20.5,67.3,125.0,137.5,50.0
M,Single-ply,35.0,74.0,290.0,250.0,200.0
M,Multi-ply,24.0,109.81,310.0,255.0,182.5
F,Raw,21.5,52.6,70.3,108.9,38.6
M,Raw,24.5,78.7,160.0,190.0,97.5
M,Raw,18.0,72.45,165.0,200.0,120.0
M,Raw,16.5,77.6,85.0,122.5,60.0
M,Raw,27.5,91.6,220.0,242.5,135.0
F,Wraps,28.0,72.67,82.5,139.98,45.0
M,Raw,18.5,70.7,137.5,187.5,112.5
F,Raw,18.5,62.5,82.5,125.0,42.5
M,Raw,41.0,74.93,122.5,142.5,87.5
M,Raw,26.0,67.5,160.0,207.5,115.0
F,Raw,39.5,56.3,82.5,102.5,57.5
M,Single-ply,36.0,88.9,232.47,197.43,119.98
M,Wraps,36.0,88.8,255.0,265.0,170.0
F,Raw,24.0,74.9,107.5,127.5,45.0
M,Single-ply,17.5,67.45,195.0,195.0,105.0
M,Raw,17.5,82.0,110.0,155.0,100.0
M,Wraps,24.0,109.0,320.0,320.0,185.0
M,Raw,30.5,95.1,200.0,210.0,112.5
M,Wraps,22.0,103.9,340.0,325.0,192.5
M,Raw,22.5,72.35,165.0,205.0,110.0
F,Raw,17.5,54.5,97.5,115.0,47.5
M,Single-ply,38.5,58.63,170.0,160.0,110.0
M,Raw,52.5,91.3,130.0,147.5,92.5
F,Raw,26.0,55.4,130.0,152.5,70.0
M,Single-ply,53.0,115.4,182.5,245.0,157.5
F,Wraps,29.0,71.0,117.5,155.0,102.5
F,Raw,40.5,61.35,80.0,100.0,45.0
M,Raw,20.5,58.6,130.0,190.0,102.5
F,Raw,37.0,82.5,87.5,117.5,62.5
M,Raw,19.5,82.15,182.5,210.0,110.0
F,Raw,18.0,66.3,110.0,127.5,52.5
M,Raw,26.0,107.7,225.0,252.5,147.5
M,Raw,25.0,92.76,165.0,182.5,105.0
M,Raw,24.0,64.2,122.5,162.5,102.5
M,Raw,14.5,92.2,50.0,100.0,37.5
F,Wraps,31.0,64.68,80.01,110.0,52.48
F,Raw,40.0,73.2,110.0,115.0,55.0
F,Wraps,19.0,54.05,100.0,130.0,50.0
M,Wraps,29.0,122.02,312.5,342.5,220.0
M,Raw,23.0,60.0,137.5,182.5,102.5
M,Raw,28.0,75.0,192.5,255.0,95.0
M,Raw,39.5,73.71,240.0,290.0,155.0
M,Wraps,26.0,124.6,282.5,140.0,192.5
F,Raw,19.0,55.7,82.5,95.0,47.5
M,Wraps,16.0,72.21,195.0,195.0,95.0
M,Raw,30.0,88.5,212.5,250.0,145.0
F,Raw,34.5,56.8,142.5,145.0,87.5
M,Raw,22.5,120.1,230.0,237.5,145.0
M,Raw,21.5,89.1,167.5,202.5,137.5
F,Wraps,31.0,77.2,127.5,125.0,55.0
F,Raw,43.0,56.8,102.5,92.5,62.5
F,Raw,16.5,56.42,131.0,122.5,75.0
F,Raw,26.5,96.3,110.0,137.5,70.0
F,Raw,23.0,98.07,107.5,145.0,65.5
M,Raw,34.0,110.0,222.5,275.0,200.0
M,Raw,19.5,104.6,195.0,227.5,115.0
F,Single-ply,41.5,95.98,180.0,152.5,127.5
F,Raw,22.0,72.3,115.0,130.0,50.0
F,Wraps,43.5,58.51,83.91,108.86,79.38
F,Raw,32.0,53.52,72.5,82.5,42.5
F,Raw,33.5,51.9,147.5,150.0,82.5
M,Wraps,20.0,96.43,235.87,260.82,147.42
M,Raw,24.0,82.42,182.5,230.0,140.0
M,Raw,38.0,123.0,247.5,252.5,207.5
M,Wraps,24.0,107.09,265.0,272.5,200.0
F,Raw,33.5,67.6,132.5,155.0,85.0
M,Raw,19.5,72.85,150.0,200.0,105.0
M,Wraps,28.0,120.7,272.5,300.0,190.0
M,Raw,43.0,97.61,112.5,182.5,120.0
M,Multi-ply,21.0,90.7,300.0,272.5,260.0
M,Wraps,31.0,142.1,335.0,365.0,217.5
M,Wraps,22.0,80.4,215.0,227.5,115.0
M,Raw,22.5,81.9,172.5,245.0,135.0
F,Wraps,30.0,94.17,152.5,185.0,87.5
F,Raw,25.5,65.8,110.0,127.5,65.0
M,Raw,21.5,89.4,185.0,205.0,127.5
M,Raw,25.0,99.9,215.0,287.5,165.0
M,Wraps,28.0,80.7,227.5,240.0,132.5
M,Wraps,20.0,99.7,210.0,260.0,155.0
M,Wraps,28.0,97.8,267.5,257.5,157.5
M,Raw,34.0,108.8,227.5,285.0,170.0
M,Raw,19.0,58.8,142.5,160.0,97.5
M,Raw,19.5,73.1,210.0,185.0,125.0
M,Wraps,25.0,102.6,294.84,303.91,199.58
M,Raw,30.5,99.0,182.5,210.0,115.0
F,Raw,19.5,60.6,110.0,132.5,65.0
M,Single-ply,39.0,127.46,304.93,259.91,179.96
M,Raw,23.5,88.5,225.0,275.0,147.5
M,Raw,25.5,88.9,185.0,225.0,162.5
M,Raw,20.0,97.07,185.0,225.0,132.5
F,Raw,40.0,78.3,80.0,125.0,52.5
M,Raw,48.5,89.8,135.0,155.0,95.0
M,Wraps,16.0,124.7,222.5,227.5,120.0
M,Raw,23.0,86.86,227.5,267.5,155.0
M,Raw,29.0,109.41,147.5,175.0,110.0
M,Raw,30.0,89.56,220.0,262.5,170.0
M,Wraps,18.0,96.5,182.5,195.0,127.5
M,Raw,44.0,80.7,130.0,195.0,107.5
M,Raw,41.0,108.8,252.5,252.5,150.0
F,Raw,44.0,78.8,130.0,142.5,95.0
M,Raw,25.0,74.9,130.0,187.5,130.0
M,Wraps,22.5,98.7,260.0,285.0,145.0
F,Raw,24.5,70.4,85.0,100.0,42.5
M,Wraps,20.0,89.2,235.0,260.0,135.0
M,Raw,26.0,92.75,225.0,260.0,165.0
M,Raw,26.5,103.6,270.0,297.5,182.5
M,Wraps,42.0,106.59,238.14,231.33,176.9
F,Single-ply,15.5,105.0,167.5,137.5,62.5
F,Wraps,53.0,78.8,220.0,210.0,107.5
M,Raw,19.0,66.3,117.5,145.0,87.5
F,Raw,35.5,46.33,110.0,140.0,70.0
M,Raw,15.0,65.4,160.0,220.0,90.0
F,Raw,37.5,70.4,55.0,55.0,55.0
M,Raw,21.5,77.4,192.5,260.0,122.5
M,Raw,18.5,73.3,192.5,242.5,145.0
M,Raw,20.5,97.2,187.5,210.0,117.5
M,Multi-ply,22.5,67.15,151.95,154.22,81.65
M,Raw,23.0,123.6,267.5,297.5,190.0
M,Single-ply,17.5,71.9,195.0,227.5,90.0
M,Wraps,54.0,65.73,132.5,155.0,125.0
M,Raw,23.5,138.05,285.0,275.0,200.0
M,Raw,19.5,103.5,212.5,177.5,137.5
M,Raw,19.5,71.2,150.0,200.0,115.0
F,Raw,22.5,61.9,117.5,132.5,67.5
M,Single-ply,24.5,82.38,350.0,305.0,220.0
F,Raw,26.5,60.6,105.0,130.0,60.0
F,Single-ply,29.5,74.7,200.0,227.5,148.0
F,Raw,18.5,100.0,85.0,127.5,42.5
F,Raw,25.5,65.7,92.5,102.5,47.5
M,Raw,21.0,81.9,210.0,257.5,150.0
M,Raw,24.0,99.2,285.0,345.0,190.0
M,Raw,27.0,60.2,92.5,145.0,65.0
M,Raw,27.5,79.4,195.0,230.0,130.0
F,Wraps,47.0,83.01,102.5,135.0,60.0
F,Raw,27.0,67.2,92.5,125.0,50.0
F,Raw,24.0,55.6,90.0,132.5,60.0
F,Wraps,32.0,58.0,150.0,165.0,80.0
M,Wraps,31.0,115.48,220.0,272.52,147.51
M,Raw,37.0,108.05,247.5,295.0,200.0
M,Raw,12.5,55.0,65.0,85.0,45.0
M,Raw,25.5,117.55,250.0,290.0,160.0
M,Raw,18.5,78.0,162.5,215.0,107.5
M,Raw,23.0,81.1,62.5,90.0,45.0
M,Raw,28.0,118.6,180.0,250.0,130.0
M,Wraps,19.0,88.54,220.0,242.5,150.0
M,Raw,20.0,60.0,150.0,195.0,102.5
M,Raw,17.5,108.9,222.5,235.0,152.5
F,Single-ply,36.0,62.6,167.83,145.15,77.11
M,Wraps,24.0,105.9,330.0,355.0,205.0
M,Raw,21.0,80.42,182.5,210.0,112.5
M,Wraps,26.0,80.38,204.12,240.4,151.95
M,Raw,16.0,74.6,122.5,140.0,85.0
F,Raw,45.0,59.8,90.0,112.5,50.0
M,Raw,21.5,104.6,280.5,280.0,160.0
M,Wraps,53.5,51.53,140.61,170.1,74.84
M,Raw,42.0,99.38,212.5,232.5,160.0
F,Raw,29.0,72.76,107.5,152.5,77.5
M,Raw,43.0,77.02,230.0,292.5,142.5
M,Raw,33.0,82.03,160.0,182.5,122.5
F,Raw,35.0,67.0,107.5,145.0,57.5
F,Raw,31.0,54.6,105.0,107.5,52.5
F,Raw,21.5,82.88,172.5,205.0,100.0
M,Raw,28.0,76.7,152.5,137.5,77.5
M,Raw,23.5,81.4,172.5,232.5,140.0
M,Raw,31.0,119.6,345.0,355.0,210.0
F,Raw,30.0,59.4,77.5,127.5,42.5
M,Raw,20.0,110.0,208.65,226.8,163.29
M,Raw,37.0,89.9,157.5,202.5,130.0
M,Raw,53.0,88.8,102.5,105.0,102.5
M,Raw,26.5,91.09,255.0,270.0,175.0
M,Wraps,49.0,130.8,350.0,325.0,207.5
